Codice;Cliente;DataAp;Indirizzo;Città;Stato;DataCh
78133722;YTW942;19/06/2025;Piazza Mazzini, 286;Vibo Valentia;Attivo;
78144166;YAB752;11/05/2024;Corso della Pace, 78;Bolzano;Inattivo;10/11/2025
78179300;VQG658;04/11/2025;Via Matteotti, 278;Ravenna;Attivo;
78212235;JDU684;05/09/2023;Via Europa, 188;Trieste;Attivo;
78231379;RXA878;18/10/2025;Via Roma, 22;Rovigo;Inattivo;13/01/2026
78234284;SVG421;20/02/2020;Corso del Risorgimento, 129;Terni;Attivo;
78243233;PTA175;17/09/2022;Viale delle Industrie, 118;Salerno;Inattivo;05/09/2023
78278472;RYN874;13/10/2024;Viale delle Industrie, 106;Taranto;Inattivo;20/01/2026
78356521;FLH138;19/09/2023;Piazza Mazzini, 258;Forlì;Attivo;
78388516;AZF847;22/06/2020;Via Mazzini, 40;Viterbo;Attivo;
78509574;JFS073;07/12/2022;Via del Commercio, 62;Catanzaro;Inattivo;08/03/2024
78512765;FNZ767;25/12/2021;Corso XX Settembre, 224;Brescia;Attivo;
78519537;LFD048;28/07/2025;Via Europa, 219;Parma;Inattivo;24/03/2026
78527017;ESU349;13/10/2020;Via del Commercio, 73;Milano;Attivo;
78549822;EOG657;07/04/2025;Viale Nazionale, 5;Siena;Inattivo;28/11/2025
78560669;PSZ751;15/01/2022;Viale Italia, 112;Crotone;Attivo;
78564717;OCJ181;20/01/2025;Viale Italia, 20;Ancona;Attivo;
78627036;HMB383;06/12/2021;Via del Commercio, 206;Livorno;Inattivo;11/04/2026
78663266;CSC667;22/06/2022;Via Matteotti, 140;Cosenza;Inattivo;01/01/2025
78685487;CCB242;20/02/2020;Via IV Novembre, 268;Treviso;Attivo;
78740903;FMU817;16/04/2026;Corso Vittorio Emanuele, 193;Roma;Attivo;
78761124;GXZ714;02/04/2021;Corso Marconi, 174;Como;Attivo;
78809255;HLO178;06/06/2020;Via Roma, 196;Ferrara;Inattivo;04/10/2021
78815590;SIS512;25/09/2022;Via IV Novembre, 217;Modena;Inattivo;10/10/2025
78827697;JUX774;23/07/2020;Viale della Repubblica, 61;Ravenna;Inattivo;09/01/2024
78868785;IIG259;17/07/2024;Via Mazzini, 209;Andria;Attivo;
78872020;YND499;19/11/2022;Viale Leopardi, 42;Andria;Attivo;
78931350;FIF320;12/04/2022;Viale Nazionale, 286;Bologna;Attivo;
78936392;CZH960;12/10/2024;Via dei Mille, 230;Mantova;Attivo;
78938252;VET460;25/12/2025;Via del Commercio, 145;Cesena;Attivo;
78942104;CFG015;06/04/2023;Viale delle Industrie, 269;Lodi;Attivo;
78970283;BJE150;16/04/2026;Viale Leopardi, 270;Biella;Attivo;
78974095;WTV697;23/11/2021;Viale Santa Maria, 182;Catanzaro;Attivo;
78999626;KBM361;23/02/2025;Viale della Repubblica, 277;Benevento;Attivo;
79000191;UEZ218;11/03/2025;Corso del Risorgimento, 109;Belluno;Inattivo;01/11/2025
79001842;PWI172;01/07/2022;Via Matteotti, 140;Andria;Inattivo;05/07/2024
79029593;CAW728;02/03/2021;Via dei Mille, 40;Brescia;Attivo;
79036289;FIQ800;12/11/2020;Viale Leopardi, 161;Foligno;Attivo;
79059469;QZN420;24/11/2025;Corso XX Settembre, 257;Messina;Attivo;
79061550;VLX913;26/01/2022;Viale della Repubblica, 132;Torino;Attivo;
79063224;JOX613;15/12/2025;Via dei Mille, 164;Bergamo;Attivo;
79078447;BGV588;30/09/2022;Corso Vittorio Emanuele, 233;Rimini;Attivo;
79123779;UDM725;11/10/2022;Via delle Scienze, 2;Grosseto;Attivo;
79139521;MKH115;11/08/2023;Corso del Risorgimento, 153;Bolzano;Inattivo;05/02/2024
79210530;QTT166;21/05/2025;Corso Garibaldi, 29;Trapani;Inattivo;16/10/2025
79215100;TNY240;19/07/2021;Via della Costituzione, 85;Gorizia;Inattivo;15/06/2024
79223940;SQI906;30/06/2025;Via della Costituzione, 228;Modena;Attivo;
79225916;UTK353;22/10/2022;Via Dante, 248;Ancona;Inattivo;29/12/2022
79243435;ROY023;25/10/2022;Via dei Mille, 91;Rieti;Attivo;
79268994;XOR230;09/01/2025;Viale delle Industrie, 104;Belluno;Inattivo;03/11/2025
79277894;HVV983;14/10/2022;Via dell'Acquedotto, 16;Bologna;Inattivo;20/07/2023
79278687;DGU547;24/04/2024;Viale delle Industrie, 4;Gorizia;Inattivo;30/12/2024
79296568;OBU090;29/09/2023;Viale dei Lavoratori, 28;Terni;Attivo;
79308488;CKB613;17/04/2025;Viale Nazionale, 201;Taranto;Attivo;
79332844;NGX362;20/07/2021;Corso della Pace, 37;Varese;Inattivo;19/05/2023
79348540;PSZ751;12/04/2022;Via Matteotti, 133;Vibo Valentia;Attivo;
79409600;HCK551;11/07/2022;Via dell'Acquedotto, 115;Frosinone;Inattivo;14/07/2023
79434606;HKN060;21/08/2024;Via della Costituzione, 250;Belluno;Inattivo;02/05/2025
79475769;KSB463;03/01/2023;Via dei Mille, 103;Rovigo;Attivo;
79496843;HQS466;13/10/2024;Via Matteotti, 4;Terni;Inattivo;06/06/2025
79519304;OXV003;25/08/2025;Via Mazzini, 251;Messina;Attivo;
79531029;ONH438;04/06/2025;Via del Commercio, 55;Rovigo;Attivo;
79535412;KGL827;03/01/2020;Via Dante, 94;Rovigo;Attivo;
79539087;UBQ350;14/01/2026;Corso della Pace, 151;Rovigo;Attivo;
79541329;IJD697;24/05/2025;Via della Costituzione, 161;Catania;Attivo;
79559227;NOU097;01/12/2024;Via delle Scienze, 48;Lecce;Inattivo;25/04/2026
79680645;RNW525;31/12/2023;Piazza Mazzini, 189;Parma;Inattivo;15/03/2026
79685746;MKA167;17/04/2025;Corso della Pace, 183;Brindisi;Inattivo;28/01/2026
79747217;WBM519;05/05/2021;Corso Vittorio Emanuele, 118;Cosenza;Attivo;
79747623;UXY736;06/04/2025;Via del Commercio, 143;Padova;Inattivo;16/03/2026
79791814;YYR651;22/05/2022;Via Colombo, 169;Oristano;Inattivo;20/09/2024
79800557;ZYV955;04/05/2022;Via Mazzini, 269;Latina;Attivo;
79804204;CYH782;02/04/2022;Via della Libertà, 28;Cesena;Attivo;
79834515;ODA760;07/09/2020;Corso Vittorio Emanuele, 219;Pordenone;Inattivo;21/07/2021
79847896;AVH583;10/02/2021;Via dell'Acquedotto, 283;Reggio Calabria;Attivo;
79873137;JRF133;03/12/2024;Via Europa, 285;Viterbo;Attivo;
79893969;JVT776;28/02/2026;Via Europa, 291;Andria;Attivo;
79901398;BOF424;07/06/2022;Corso Vittorio Emanuele, 8;Pordenone;Attivo;
79908672;QJN048;16/03/2022;Viale Italia, 32;Verona;Attivo;
79961315;QOE368;27/10/2021;Corso Cavour, 126;Lucca;Attivo;
79994494;MBL867;14/07/2024;Via San Giovanni, 28;Messina;Attivo;
80062394;RCI054;05/07/2023;Corso della Pace, 143;Benevento;Attivo;
80062795;RHN742;05/10/2023;Corso Vittorio Emanuele, 93;Cagliari;Attivo;
80106513;ACS084;23/02/2022;Corso Marconi, 94;Parma;Inattivo;28/10/2024
80123503;NMS134;28/06/2024;Piazza Mazzini, 167;Piacenza;Attivo;
80124244;INK236;29/08/2024;Viale Santa Maria, 84;Ferrara;Inattivo;07/01/2026
80140052;KSW875;04/12/2024;Via Roma, 189;Trento;Attivo;
80155029;GSJ510;18/02/2021;Via dei Mille, 155;Prato;Attivo;
80166088;CHG774;01/01/2020;Corso del Risorgimento, 261;Pordenone;Attivo;
80169342;IPZ177;25/01/2022;Piazza Mazzini, 128;Cesena;Attivo;
80243765;FCW568;10/05/2023;Via delle Scienze, 138;Forlì;Inattivo;16/07/2024
80248910;XTR883;03/11/2023;Via IV Novembre, 294;Piacenza;Attivo;
80265781;XIW196;07/04/2023;Via delle Scienze, 184;Ferrara;Attivo;
80284616;TAB057;03/03/2026;Via del Commercio, 99;Vicenza;Attivo;
80285162;JVH453;16/10/2021;Via IV Novembre, 125;Ravenna;Attivo;
80289517;AOO648;12/02/2021;Via Roma, 74;Bolzano;Attivo;
80289666;LVG842;20/01/2020;Corso Cavour, 267;Caserta;Inattivo;05/01/2023
80318053;JQQ975;31/03/2022;Viale dei Lavoratori, 226;Pesaro;Attivo;
80350675;NMS134;28/02/2025;Via dell'Acquedotto, 266;Rimini;Attivo;
80368605;NDZ045;31/07/2020;Via Europa, 203;Cagliari;Attivo;
80382407;HIS414;08/07/2022;Viale della Repubblica, 116;Pesaro;Attivo;
80396531;FWZ919;04/03/2022;Via del Commercio, 56;Lecco;Attivo;
80413090;LWH617;06/04/2021;Via Verdi, 263;Agrigento;Attivo;
80423573;SWE951;19/11/2020;Viale Nazionale, 297;Treviso;Attivo;
80450232;HEQ710;07/02/2020;Via San Giovanni, 241;Livorno;Inattivo;04/01/2022
80465689;ORN985;06/05/2024;Via Mazzini, 12;Piacenza;Attivo;
80515578;UXO825;30/06/2021;Corso XX Settembre, 4;Andria;Attivo;
80519582;HVG220;14/06/2024;Via Mazzini, 145;Milano;Inattivo;13/02/2026
80526351;IMZ883;19/07/2020;Corso Cavour, 255;Crotone;Inattivo;16/07/2023
80531105;OFD339;24/02/2026;Via Roma, 222;Ferrara;Attivo;
80538338;CXB634;13/11/2025;Viale Leopardi, 73;Forlì;Attivo;
80546692;FMQ127;10/12/2024;Via dei Mille, 192;Cesena;Inattivo;16/04/2026
80554899;WCK817;31/05/2020;Via San Giovanni, 197;Messina;Attivo;
80581629;HSY352;10/08/2023;Viale delle Industrie, 137;Piacenza;Inattivo;22/02/2025
80600746;TSP597;10/02/2021;Viale della Repubblica, 228;Ferrara;Attivo;
80629810;WOA213;10/05/2025;Via dell'Acquedotto, 217;Livorno;Attivo;
80636219;KSA157;28/09/2025;Viale Nazionale, 31;Latina;Attivo;
80636328;OBZ122;12/10/2024;Via Dante, 78;Bari;Inattivo;06/02/2025
80650761;QTB722;22/09/2021;Via del Commercio, 14;Terni;Inattivo;23/09/2022
80718129;SER366;16/01/2022;Via Mazzini, 49;Vicenza;Inattivo;28/03/2026
80719056;UVQ162;28/08/2023;Viale dei Lavoratori, 100;Nuoro;Attivo;
80734603;USC957;09/03/2021;Corso della Pace, 153;Siracusa;Attivo;
80798632;HVG555;06/04/2021;Viale Santa Maria, 106;Modena;Inattivo;08/12/2025
80810148;VPQ309;18/03/2021;Viale Italia, 286;Piacenza;Inattivo;31/05/2025
80867009;IVQ931;19/07/2020;Via Europa, 177;Latina;Inattivo;23/08/2023
80885506;SPU332;20/01/2023;Via delle Scienze, 55;Lecce;Inattivo;29/09/2024
80898709;NCU384;19/11/2021;Viale delle Industrie, 48;Modena;Inattivo;09/11/2025
80934099;RGX218;14/12/2020;Corso Garibaldi, 279;Como;Attivo;
80998731;WHS160;01/08/2025;Piazza Mazzini, 204;Grosseto;Attivo;
80999173;CEL997;11/08/2025;Via Matteotti, 153;Rimini;Inattivo;02/04/2026
81006876;GXT884;15/10/2020;Corso del Risorgimento, 276;Pavia;Attivo;
81038919;RFC617;16/04/2021;Via della Costituzione, 246;Barletta;Attivo;
81052987;ONT569;19/06/2025;Viale Nazionale, 42;Pavia;Inattivo;29/01/2026
81122182;HVE016;20/08/2022;Via dei Mille, 42;Como;Inattivo;25/10/2024
81130554;CHG774;21/02/2026;Corso Garibaldi, 85;Trieste;Attivo;
81180045;XJZ472;03/08/2020;Via Mazzini, 36;Terni;Inattivo;10/07/2022
81239330;WDY518;22/07/2024;Corso del Risorgimento, 100;Como;Inattivo;15/04/2025
81265728;VIG802;30/09/2020;Viale dei Lavoratori, 61;Trento;Attivo;
81269379;QJP702;01/12/2022;Via IV Novembre, 165;Andria;Attivo;
81280619;WBM519;24/05/2020;Via Europa, 202;Catanzaro;Attivo;
81296666;CEX785;09/05/2025;Corso XX Settembre, 103;Bari;Attivo;
81300025;ZVR472;14/12/2023;Via dei Mille, 128;Chieti;Inattivo;29/11/2025
81355669;TVX495;04/11/2024;Corso della Pace, 105;Siracusa;Attivo;
81360549;OBZ122;17/03/2023;Via Dante, 13;Andria;Attivo;
81369300;TFQ595;16/01/2024;Viale Italia, 159;Novara;Attivo;
81402503;OXT347;16/01/2026;Viale Santa Maria, 89;Trapani;Inattivo;17/04/2026
81408633;RFN026;17/01/2022;Via Roma, 208;Barletta;Inattivo;02/06/2023
81473204;SMN284;03/10/2022;Corso Vittorio Emanuele, 128;Foggia;Inattivo;17/08/2023
81485819;PVH770;28/02/2025;Viale Santa Maria, 55;Venezia;Inattivo;01/11/2025
81494981;ILR678;11/03/2023;Via dell'Acquedotto, 134;Cesena;Inattivo;11/12/2025
81510413;YZL413;22/06/2024;Via Europa, 250;Piacenza;Attivo;
81519317;WXJ700;03/02/2026;Corso XX Settembre, 287;Rieti;Inattivo;26/04/2026
81547595;XYO606;06/03/2020;Via Europa, 232;Cosenza;Inattivo;10/07/2022
81564783;MLU419;24/05/2025;Via Verdi, 51;Firenze;Attivo;
81590518;VDT346;28/05/2021;Viale Leopardi, 88;Pisa;Attivo;
81597412;EQU511;03/03/2021;Corso Garibaldi, 251;Parma;Attivo;
81675321;OSV506;12/05/2024;Via Mazzini, 62;Rimini;Inattivo;26/01/2025
81695007;KER612;16/11/2022;Corso del Risorgimento, 259;Prato;Attivo;
81698837;OCK060;25/02/2021;Viale Nazionale, 265;Pescara;Attivo;
81733157;WKY971;20/01/2021;Corso del Risorgimento, 143;Bologna;Attivo;
81740034;VDY407;31/12/2023;Via San Giovanni, 142;Grosseto;Attivo;
81746488;ANE741;15/07/2025;Corso Garibaldi, 222;Treviso;Attivo;
81827496;HZF647;03/01/2026;Via della Libertà, 300;Bologna;Attivo;
81832240;TKZ464;23/10/2021;Via dell'Acquedotto, 67;Viterbo;Inattivo;22/02/2023
81840908;HJO671;30/08/2020;Corso Cavour, 1;Trento;Attivo;
81842859;IYF417;22/04/2024;Viale della Repubblica, 76;Andria;Attivo;
81860566;QTX755;01/02/2026;Viale Italia, 206;Monza;Attivo;
81861422;QPA373;20/06/2022;Corso della Pace, 187;Siena;Inattivo;21/06/2024
81870728;BMV617;28/08/2024;Corso XX Settembre, 237;Palermo;Attivo;
81893953;LWE930;29/03/2020;Corso Marconi, 254;Trieste;Attivo;
81928892;UXC149;16/05/2020;Via Mazzini, 80;Bologna;Attivo;
81967068;NSL377;07/07/2022;Piazza Mazzini, 17;Cesena;Inattivo;30/11/2023
81997581;DGR747;28/12/2024;Viale delle Industrie, 56;Modena;Inattivo;21/09/2025
82031369;KTC851;17/11/2023;Via della Costituzione, 201;Cuneo;Inattivo;21/06/2024
82099865;NAR372;20/04/2024;Via Mazzini, 6;Pavia;Inattivo;04/11/2024
82105133;OOE362;24/02/2023;Corso Vittorio Emanuele, 82;Fermo;Inattivo;16/11/2023
82128156;WGL028;20/02/2026;Via Roma, 94;Barletta;Inattivo;28/04/2026
82162660;QLG279;05/06/2022;Corso Vittorio Emanuele, 38;Forlì;Inattivo;28/05/2024
82186003;MGO988;30/10/2021;Piazza Mazzini, 229;Sassari;Inattivo;29/11/2025
82200543;DLT484;15/11/2024;Corso Garibaldi, 54;Varese;Inattivo;25/11/2025
82203071;ZQU989;08/09/2020;Viale Italia, 218;Treviso;Attivo;
82205397;NCV938;29/01/2020;Viale Nazionale, 143;Pordenone;Attivo;
82235028;QML535;03/08/2022;Via della Libertà, 73;Cremona;Inattivo;26/10/2023
82240553;ZXN890;05/07/2020;Piazza Mazzini, 116;Pescara;Attivo;
82285825;RFP004;04/03/2026;Via della Libertà, 183;Ascoli Piceno;Attivo;
82316316;RFH148;16/04/2020;Via del Commercio, 258;Pisa;Attivo;
82318432;CLJ485;04/02/2022;Corso della Pace, 118;Catania;Inattivo;19/08/2025
82324644;ZJC626;26/04/2025;Via delle Scienze, 202;Bologna;Inattivo;05/01/2026
82360244;MLP113;17/11/2024;Via della Costituzione, 144;Nuoro;Attivo;
82384979;FYZ730;19/05/2021;Via Roma, 95;Rovigo;Attivo;
82386410;MVH022;14/01/2020;Via Matteotti, 173;Ferrara;Attivo;
82386656;WGM878;07/07/2020;Viale Leopardi, 191;Oristano;Attivo;
82400504;AOS277;08/01/2024;Via Matteotti, 211;Ferrara;Inattivo;04/08/2024
82404347;NAR372;21/11/2022;Viale della Repubblica, 38;Como;Inattivo;20/12/2023
82407875;FUY924;23/12/2022;Viale Nazionale, 221;Trieste;Inattivo;24/03/2026
82434266;BPS387;29/10/2020;Viale Leopardi, 299;Vibo Valentia;Attivo;
82459715;SBR458;22/01/2024;Viale delle Industrie, 101;Varese;Attivo;
82472542;SVZ828;05/11/2024;Corso Marconi, 273;Modena;Inattivo;02/04/2026
82490322;QSE830;03/10/2022;Corso Vittorio Emanuele, 218;Torino;Inattivo;25/08/2025
82518407;OBX257;09/04/2020;Corso Vittorio Emanuele, 232;Venezia;Inattivo;08/12/2021
82544225;RXA878;09/04/2022;Via Matteotti, 286;Vicenza;Inattivo;24/10/2022
82562221;LON134;02/02/2020;Via del Commercio, 151;Brindisi;Inattivo;01/09/2022
82562926;JFS073;26/06/2022;Via dei Mille, 272;Cosenza;Attivo;
82602757;XPF973;04/09/2025;Via Verdi, 212;Rimini;Attivo;
82602925;MLU419;29/11/2022;Corso della Pace, 271;Pistoia;Attivo;
82603214;IIU160;12/03/2024;Corso del Risorgimento, 222;Rimini;Inattivo;30/08/2025
82616949;OSF900;08/08/2024;Viale Italia, 294;Cagliari;Inattivo;10/03/2026
82659764;OJA324;12/04/2020;Via Mazzini, 286;Taranto;Attivo;
82696084;IEU000;20/04/2022;Corso Marconi, 269;Oristano;Attivo;
82717833;EYM500;16/05/2022;Piazza Mazzini, 223;Reggio Calabria;Inattivo;27/03/2026
82728129;MRD410;27/04/2021;Viale Nazionale, 25;Taranto;Attivo;
82805129;DHE316;23/09/2021;Via della Costituzione, 197;Lecco;Attivo;
82812356;FUK474;27/01/2025;Via della Costituzione, 205;Udine;Attivo;
82835129;HJT534;12/03/2024;Via San Giovanni, 91;Foligno;Attivo;
82839476;WBN409;02/01/2023;Viale Santa Maria, 37;Foggia;Attivo;
82839783;ZER445;19/02/2020;Corso XX Settembre, 288;Modena;Attivo;
82845401;KLT294;05/10/2025;Via Roma, 28;Cosenza;Inattivo;05/04/2026
82846392;COO293;09/08/2020;Viale Leopardi, 277;Foggia;Attivo;
82865181;TQB605;25/03/2023;Corso Garibaldi, 158;Brescia;Attivo;
82873142;PTF955;22/06/2023;Corso Cavour, 296;Pistoia;Attivo;
82885744;CPQ582;21/04/2026;Via Europa, 51;Bologna;Attivo;
82894673;UYR535;28/05/2024;Viale della Repubblica, 9;Trento;Inattivo;06/09/2025
82904774;HGG515;09/06/2021;Viale delle Industrie, 50;Padova;Inattivo;17/08/2024
82934172;EGA256;10/12/2021;Piazza Mazzini, 213;Foggia;Inattivo;02/07/2025
82980686;CLZ219;26/02/2024;Via Matteotti, 220;Giugliano;Attivo;
83030644;FNY995;22/12/2021;Via Europa, 42;Lecce;Inattivo;11/07/2022
83103241;CAX566;23/04/2025;Via delle Scienze, 204;Reggio Emilia;Attivo;
83148368;RYL840;12/03/2025;Via dell'Acquedotto, 255;Biella;Inattivo;07/01/2026
83156639;LVG842;19/06/2025;Viale Nazionale, 60;Caserta;Attivo;
83174457;OXV003;05/03/2025;Corso della Pace, 212;Messina;Attivo;
83181560;PSP942;28/10/2023;Viale Leopardi, 27;Parma;Attivo;
83204309;HIS414;02/06/2025;Corso XX Settembre, 283;Ascoli Piceno;Attivo;
83277264;LPO413;04/01/2026;Viale delle Industrie, 178;Cosenza;Attivo;
83316806;NHO233;03/07/2024;Via Roma, 227;Piacenza;Attivo;
83342708;BNS023;17/08/2024;Via Matteotti, 69;Treviso;Attivo;
83375433;AGU197;06/04/2020;Via dei Mille, 143;Pistoia;Attivo;
83387805;ROW619;19/06/2021;Via Roma, 170;Andria;Attivo;
83397767;DBT746;21/11/2020;Viale della Repubblica, 281;Roma;Attivo;
83449305;LPU258;05/08/2022;Via Roma, 114;Treviso;Attivo;
83454019;BLR333;09/08/2022;Via Mazzini, 90;Reggio Calabria;Attivo;
83466661;HKG326;01/07/2025;Corso XX Settembre, 248;Lecce;Inattivo;25/09/2025
83499601;HAM173;17/08/2020;Corso XX Settembre, 190;Frosinone;Attivo;
83502080;CSC667;31/01/2022;Via della Libertà, 65;Catanzaro;Attivo;
83532366;KUI795;22/12/2020;Viale Leopardi, 204;Cagliari;Attivo;
83558960;POP275;26/06/2025;Corso XX Settembre, 276;Parma;Inattivo;26/09/2025
83663256;ROK141;04/03/2025;Corso Cavour, 105;Parma;Inattivo;28/04/2026
83711222;IBT060;24/04/2026;Viale Nazionale, 221;Asti;Attivo;
83723861;UKC803;20/12/2023;Via Matteotti, 165;Taranto;Attivo;
83748525;UMD183;07/11/2020;Viale dei Lavoratori, 283;Lecce;Inattivo;21/04/2026
83762426;PVZ479;13/04/2024;Viale dei Lavoratori, 71;Sondrio;Attivo;
83779626;VZU602;16/03/2022;Via Europa, 181;Vibo Valentia;Attivo;
83792749;HQH526;07/09/2020;Via Roma, 41;Catania;Attivo;
83794999;QRS059;02/05/2023;Via Colombo, 130;Como;Attivo;
83831817;WRL467;26/10/2021;Viale Leopardi, 195;Alessandria;Inattivo;09/05/2023
83846895;DHA901;17/05/2020;Via San Giovanni, 189;Pisa;Attivo;
83864006;TVM932;15/05/2025;Via Verdi, 300;Viterbo;Inattivo;11/02/2026
83865690;RBO724;01/05/2023;Via Matteotti, 136;Lecce;Attivo;
83963428;MWS208;25/08/2025;Via Roma, 162;Teramo;Attivo;
83971307;LYH259;04/12/2021;Corso XX Settembre, 195;Sassari;Inattivo;13/09/2022
83973278;GWK389;31/03/2021;Via dell'Acquedotto, 82;Como;Attivo;
83976915;EYE650;18/10/2024;Corso della Pace, 52;Oristano;Attivo;
83977406;DMB224;07/10/2022;Corso del Risorgimento, 77;L'Aquila;Inattivo;13/05/2025
83979842;OFD339;22/01/2021;Viale Santa Maria, 158;Modena;Attivo;
83986221;PBF383;03/11/2022;Corso del Risorgimento, 46;Modena;Inattivo;19/05/2023
84020984;SUX311;12/06/2023;Via Matteotti, 267;Catania;Attivo;
84022346;OQQ071;08/10/2020;Corso del Risorgimento, 196;Vicenza;Inattivo;07/05/2025
84075193;ZAO662;22/05/2021;Via delle Scienze, 4;Lecco;Attivo;
84112490;BYV888;30/05/2022;Via Dante, 47;Agrigento;Attivo;
84142487;PVS724;02/09/2022;Via Europa, 67;Salerno;Attivo;
84168557;PNO431;26/05/2022;Via Dante, 122;Lecce;Attivo;
84186256;CAY819;22/02/2024;Via Colombo, 239;Padova;Inattivo;06/06/2024
84192676;FBD658;07/05/2023;Via dei Mille, 33;Venezia;Attivo;
84223322;KVD667;23/10/2021;Via Roma, 55;Olbia;Attivo;
84225678;NIH570;06/07/2025;Via Matteotti, 73;Grosseto;Inattivo;13/01/2026
84229835;PWI172;05/09/2024;Viale Leopardi, 245;Brindisi;Attivo;
84255136;LUH570;22/06/2020;Via dei Mille, 274;Olbia;Attivo;
84294142;RVV713;06/03/2020;Via Mazzini, 227;Gorizia;Inattivo;14/05/2024
84334421;TAM355;26/06/2020;Via dell'Acquedotto, 24;Perugia;Attivo;
84372123;WDF372;10/09/2025;Viale Nazionale, 197;Foligno;Inattivo;05/03/2026
84443329;XTA162;20/06/2023;Corso Marconi, 256;Treviso;Inattivo;28/11/2024
84466609;CEG087;16/02/2022;Corso della Pace, 274;Ferrara;Inattivo;16/04/2026
84476193;WDA705;03/01/2025;Corso Marconi, 193;Forlì;Attivo;
84527193;NTX133;21/11/2024;Viale Nazionale, 252;Lodi;Attivo;
84531459;YNW651;17/02/2024;Corso Garibaldi, 75;Pescara;Inattivo;11/11/2025
84551358;LWE930;01/02/2025;Via Colombo, 137;Trieste;Inattivo;09/12/2025
84564240;CSB475;01/01/2020;Viale Nazionale, 147;Trento;Attivo;
84578351;TVX495;29/01/2025;Via del Commercio, 257;Siracusa;Attivo;
84584384;GCW459;30/07/2023;Piazza Mazzini, 28;Andria;Attivo;
84592541;SIV111;31/05/2021;Via dell'Acquedotto, 148;Livorno;Inattivo;01/02/2024
84595282;TNG282;16/12/2024;Viale Leopardi, 247;Pistoia;Attivo;
84597931;NIH553;11/11/2025;Via San Giovanni, 293;Treviso;Attivo;
84692118;KBY377;08/03/2026;Viale delle Industrie, 207;Modena;Attivo;
84701687;BHN728;13/09/2022;Corso Garibaldi, 145;Perugia;Inattivo;03/11/2024
84748599;LLP389;10/03/2023;Via Matteotti, 100;Perugia;Attivo;
84754737;VHF030;12/03/2025;Corso Garibaldi, 295;Treviso;Inattivo;08/03/2026
84758339;HRP964;29/11/2021;Via Colombo, 237;Bolzano;Inattivo;20/01/2024
84809573;NKI805;25/10/2022;Via IV Novembre, 281;Padova;Attivo;
84820736;IRA977;16/09/2023;Viale della Repubblica, 295;Treviso;Inattivo;13/04/2025
84867948;QCL677;30/03/2024;Viale dei Lavoratori, 266;Cesena;Attivo;
84907977;HJJ280;21/11/2024;Corso XX Settembre, 230;Firenze;Inattivo;17/04/2025
84926999;IXX524;19/09/2024;Via dell'Acquedotto, 152;Gorizia;Attivo;
84929751;DOD465;15/05/2025;Corso della Pace, 283;Brescia;Attivo;
84966529;WAH530;03/05/2023;Via dell'Acquedotto, 23;Terni;Attivo;
84984746;QWX622;21/01/2020;Piazza Mazzini, 247;Teramo;Inattivo;31/12/2022
84993097;BJE150;29/11/2021;Viale delle Industrie, 195;Biella;Attivo;
84995641;EDA256;27/05/2021;Viale dei Lavoratori, 9;Bari;Inattivo;20/08/2022
85031049;WBM519;27/11/2024;Via Roma, 241;Catanzaro;Attivo;
85060685;BCD446;23/08/2022;Viale Nazionale, 115;Perugia;Attivo;
85095465;GRF273;28/04/2023;Corso XX Settembre, 137;Bari;Attivo;
85099770;BOH019;28/01/2020;Via Roma, 9;Rimini;Attivo;
85125837;RMX680;11/04/2020;Via Europa, 209;Cosenza;Inattivo;16/06/2024
85134074;ZDV032;27/12/2020;Via Roma, 192;Pordenone;Attivo;
85167486;SPC268;20/04/2025;Corso XX Settembre, 67;Bergamo;Inattivo;23/03/2026
85186892;DBD394;31/03/2024;Via della Costituzione, 88;Milano;Attivo;
85199198;PMQ856;21/09/2020;Viale Nazionale, 36;Frosinone;Attivo;
85240033;SVJ150;26/05/2020;Via dell'Acquedotto, 38;Frosinone;Attivo;
85248135;VFC086;26/09/2022;Corso Cavour, 264;Chieti;Attivo;
85250074;CEX785;07/05/2022;Via IV Novembre, 82;Taranto;Attivo;
85318057;QCL677;12/06/2024;Via Roma, 274;Modena;Inattivo;17/09/2024
85374057;OJH236;11/01/2021;Corso Vittorio Emanuele, 201;Caserta;Attivo;
85376445;YCS820;11/04/2021;Via Dante, 87;Lecco;Inattivo;12/04/2023
85412126;BON782;12/01/2025;Corso Marconi, 53;Lodi;Attivo;
85418277;XLE459;23/03/2021;Corso XX Settembre, 286;Nuoro;Attivo;
85438027;MLU419;29/04/2023;Via Matteotti, 167;Siena;Attivo;
85493934;PWT417;04/08/2022;Via IV Novembre, 10;Pistoia;Attivo;
85506179;QTF469;01/06/2020;Via Roma, 35;Piacenza;Attivo;
85518870;MUV093;20/12/2020;Viale delle Industrie, 290;Vicenza;Attivo;
85524529;TVX495;27/05/2024;Via Verdi, 211;Ragusa;Inattivo;10/10/2024
85541108;FEH601;17/06/2021;Viale Santa Maria, 271;Agrigento;Inattivo;12/10/2025
85542619;MNE885;23/04/2020;Via dell'Acquedotto, 93;Novara;Inattivo;21/05/2023
85546068;YYR651;19/02/2022;Via Roma, 191;Avellino;Inattivo;24/04/2023
85564641;AHU083;10/04/2025;Viale Nazionale, 115;Bari;Inattivo;12/03/2026
85624799;XQT914;02/02/2023;Viale della Repubblica, 101;Reggio Emilia;Attivo;
